0.0523654	5.7935e-7
0.053949	5.00519e-6
0.0555805	0.0000187559
0.0572613	0.0000579158
0.0589929	0.000144069
0.060777	0.000300542
0.0626149	0.000550844
0.0645085	0.000916468
0.0664593	0.00141599
0.0684691	0.00206284
0.0705397	0.00286738
0.0726729	0.0038337
0.0748707	0.00496021
0.0771348	0.00624208
0.0794675	0.00767241
0.0818707	0.00924118
0.0843466	0.010935
0.0868973	0.0127395
0.0895252	0.0146404
0.0922326	0.016623
0.0950218	0.0186728
0.0978954	0.0207758
0.100856	0.0229187
0.103906	0.0250892
0.107048	0.0272765
0.110285	0.0294704
0.113621	0.0316621
0.117057	0.0338434
0.120597	0.0360074
0.124244	0.0381482
0.128001	0.0402613
0.131872	0.0423413
0.13586	0.0443848
0.139968	0.0463889
0.144201	0.0483522
0.148562	0.0502719
0.153055	0.0521461
0.157683	0.0539724
0.162452	0.0557496
0.167364	0.0574774
0.172426	0.0591551
0.17764	0.0607821
0.183012	0.0623572
0.188547	0.06388
0.194249	0.0653506
0.200123	0.0667692
0.206175	0.0681362
0.21241	0.0694509
0.218833	0.0707138
0.225451	0.0719251
0.232269	0.0730853
0.239293	0.0741952
0.24653	0.0752552
0.253985	0.0762661
0.261666	0.0772282
0.269579	0.0781426
0.277732	0.0790102
0.286131	0.0798321
0.294784	0.0806095
0.303698	0.0813435
0.312882	0.0820357
0.322344	0.0826878
0.332092	0.0833011
0.342135	0.0838773
0.352482	0.0844175
0.363141	0.0849233
0.374123	0.085396
0.385437	0.0858368
0.397093	0.0862469
0.409102	0.0866274
0.421474	0.0869793
0.43422	0.0873036
0.447351	0.0876011
0.460879	0.0878726
0.474817	0.088119
0.489176	0.0883408
0.503969	0.088539
0.51921	0.0887141
0.534912	0.0888669
0.551088	0.088998
0.567754	0.089108
0.584923	0.0891975
0.602612	0.0892673
0.620836	0.0893181
0.639611	0.0893507
0.658953	0.0893653
0.678881	0.0893631
0.699411	0.0893448
0.720562	0.0893112
0.742353	0.0892632
0.764803	0.0892016
0.787931	0.0891275
0.811759	0.0890418
0.836308	0.0889457
0.861599	0.0888404
0.887655	0.0887271
0.914499	0.0886074
0.942154	0.0884828
0.970646	0.0883549
1	0.0882254
0.0420756	9.43042e-7
0.0434439	7.69699e-6
0.0448568	0.0000307252
0.0463155	0.000097146
0.0478217	0.000241154
0.0493769	0.0004991
0.0509827	0.000906596
0.0526407	0.00149493
0.0543526	0.00228854
0.0561201	0.0033049
0.0579452	0.00455408
0.0598296	0.00603491
0.0617753	0.0077408
0.0637842	0.00966127
0.0658585	0.0117809
0.0680003	0.0140787
0.0702117	0.0165327
0.072495	0.0191208
0.0748526	0.0218201
0.0772868	0.0246086
0.0798002	0.027465
0.0823954	0.0303696
0.0850749	0.0333049
0.0878416	0.0362549
0.0906982	0.0392052
0.0936478	0.0421432
0.0966933	0.0450579
0.0998378	0.0479403
0.103085	0.0507831
0.106437	0.0535786
0.109898	0.0563212
0.113472	0.0590076
0.117162	0.061635
0.120973	0.0641995
0.124907	0.0666973
0.128969	0.0691263
0.133163	0.0714852
0.137493	0.0737733
0.141965	0.0759897
0.146581	0.0781324
0.151348	0.080201
0.15627	0.0821954
0.161352	0.0841159
0.1666	0.085963
0.172017	0.0877358
0.177612	0.0894351
0.183388	0.0910612
0.189351	0.0926153
0.195509	0.094098
0.201867	0.0955106
0.208432	0.0968534
0.21521	0.098128
0.222209	0.0993357
0.229436	0.100478
0.236897	0.101557
0.244601	0.102575
0.252555	0.103533
0.260769	0.104435
0.269249	0.105282
0.278005	0.106076
0.287046	0.10682
0.296381	0.107516
0.306019	0.108165
0.315971	0.10877
0.326247	0.109332
0.336856	0.109853
0.347811	0.110334
0.359122	0.110776
0.370801	0.11118
0.38286	0.111548
0.39531	0.11188
0.408166	0.112178
0.42144	0.112442
0.435145	0.112674
0.449296	0.112873
0.463908	0.113042
0.478994	0.113179
0.494571	0.113288
0.510655	0.113368
0.527262	0.11342
0.544409	0.113444
0.562113	0.113443
0.580393	0.113416
0.599268	0.113365
0.618757	0.113291
0.638879	0.113194
0.659655	0.113076
0.681108	0.112938
0.703258	0.112782
0.726128	0.112608
0.749742	0.112419
0.774124	0.112215
0.799299	0.112
0.825293	0.111775
0.852131	0.111542
0.879843	0.111303
0.908456	0.11106
0.938	0.110815
0.968504	0.110572
1	0.110331
0.0337461	1.49424e-6
0.0349213	0.000011885
0.0361374	0.0000501325
0.0373958	0.000160376
0.0386981	0.000395939
0.0400457	0.000813052
0.0414402	0.00146371
0.0428833	0.00239165
0.0443767	0.00362843
0.0459221	0.00519441
0.0475212	0.00709425
0.0491761	0.0093187
0.0508886	0.0118536
0.0526608	0.0146761
0.0544946	0.0177551
0.0563923	0.0210568
0.0583561	0.0245473
0.0603883	0.0281918
0.0624913	0.031957
0.0646674	0.035811
0.0669194	0.0397248
0.0692498	0.0436727
0.0716613	0.0476314
0.0741569	0.0515806
0.0767393	0.0555025
0.0794117	0.0593825
0.0821771	0.063209
0.0850388	0.0669704
0.0880002	0.0706579
0.0910647	0.074266
0.0942359	0.0777907
0.0975176	0.0812258
0.100913	0.0845659
0.104428	0.0878082
0.108064	0.0909512
0.111827	0.0939939
0.115722	0.0969335
0.119752	0.0997689
0.123922	0.102499
0.128237	0.105125
0.132703	0.107647
0.137324	0.110064
0.142106	0.112377
0.147055	0.114587
0.152176	0.116695
0.157475	0.118703
0.162959	0.120611
0.168634	0.122421
0.174507	0.124136
0.180584	0.125757
0.186872	0.127286
0.19338	0.128728
0.200114	0.130085
0.207083	0.13136
0.214294	0.132557
0.221757	0.13368
0.229479	0.134732
0.237471	0.135715
0.24574	0.136632
0.254298	0.137488
0.263154	0.138282
0.272318	0.139019
0.281801	0.1397
0.291614	0.140326
0.301769	0.1409
0.312278	0.141423
0.323153	0.141895
0.334406	0.14232
0.346051	0.142697
0.358102	0.143028
0.370573	0.143315
0.383478	0.143557
0.396832	0.143756
0.410651	0.143913
0.424951	0.14403
0.43975	0.144106
0.455064	0.144144
0.470911	0.144143
0.48731	0.144106
0.50428	0.144034
0.521841	0.143927
0.540013	0.143787
0.558818	0.143616
0.578279	0.143414
0.598417	0.143185
0.619256	0.142929
0.640821	0.142648
0.663136	0.142346
0.686229	0.142024
0.710126	0.141684
0.734856	0.141328
0.760446	0.14096
0.786928	0.140581
0.814332	0.140194
0.84269	0.139801
0.872036	0.139405
0.902403	0.139009
0.933829	0.138616
0.966348	0.13823
1	0.137854
0.0270257	2.31603e-6
0.0280296	0.0000183207
0.0290709	0.0000810034
0.0301508	0.000260565
0.0312708	0.000639335
0.0324325	0.00130172
0.0336373	0.00232235
0.0348868	0.0037597
0.0361828	0.00565384
0.0375269	0.00802271
0.0389209	0.0108593
0.0403667	0.014144
0.0418663	0.0178463
0.0434215	0.0219207
0.0450345	0.0263165
0.0467075	0.0309823
0.0484425	0.0358657
0.0502421	0.0409165
0.0521085	0.0460869
0.0540442	0.0513341
0.0560518	0.0566203
0.058134	0.0619121
0.0602935	0.0671801
0.0625333	0.0723995
0.0648563	0.0775511
0.0672656	0.0826177
0.0697643	0.0875839
